KIA,Niro_EV,65,167,165/65-R17,350,AABE-390,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,SQQ-312,2022
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABF-074,2023
VW,e-up!,18,130,165/65-R15,130,SLC-817,2021
VW,e-up!,18,130,165/65-R15,130,PNZ-776,2023
VW,e-up!,18,130,165/65-R15,130,AAAG-030,2020
Opel,Vivaro-e,50,192,165/65-R16,320,AABM-200,2022
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,PJC-349,2022
KIA,Niro_EV,65,167,165/65-R17,350,PEM-059,2019
Opel,Vivaro-e,50,192,165/65-R16,320,TWI-624,2020
Skoda,Citigo_e_iV,36,130,165/65R16,300,AACG-228,2023
VW,e-up!,18,130,165/65-R15,130,RCD-260,2023
VW,e-up!,36,130,165/65-R15,300,MOF-801,2021
Opel,Vivaro-e,50,192,165/65-R16,320,TEU-655,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABD-842,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,AACH-829,2019
KIA,Niro_EV,65,167,165/65-R17,350,TYX-878,2019
VW,e-up!,18,130,165/65-R15,130,AACA-461,2019
VW,e-up!,18,130,165/65-R15,130,AAAF-078,2020
VW,e-up!,36,130,165/65-R15,300,RLV-703,2022
KIA,Niro_EV,65,167,165/65-R17,350,AAAB-812,2019
KIA,Niro_EV,65,167,165/65-R17,350,AACN-372,2023
KIA,Niro_EV,65,167,165/65-R17,350,AACI-257,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABD-714,2021
KIA,Niro_EV,65,167,165/65-R17,350,RTB-390,2021
Skoda,Citigo_e_iV,36,130,165/65R16,300,RAZ-898,2019
VW,e-up!,36,130,165/65-R15,300,RJC-114,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,TYY-376,2020
Opel,Vivaro-e,50,192,165/65-R16,320,RHU-788,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,TKD-836,2023
VW,e-up!,36,130,165/65-R15,300,AABH-776,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,NOC-012,2023
KIA,Niro_EV,65,167,165/65-R17,350,MRE-608,2021
Opel,Vivaro-e,50,192,165/65-R16,320,RZU-185,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AAAB-304,2022
KIA,Niro_EV,65,167,165/65-R17,350,NRW-683,2021
Opel,Vivaro-e,50,192,165/65-R16,320,AACO-125,2022
Opel,Vivaro-e,50,192,165/65-R16,320,AACH-743,2021
Opel,Vivaro-e,50,192,165/65-R16,320,AABG-749,2022
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AAAH-696,2022
Skoda,Citigo_e_iV,36,130,165/65R16,300,AABJ-268,2022
VW,e-up!,36,130,165/65-R15,300,AABH-361,2022
VW,e-up!,18,130,165/65-R15,130,SOQ-187,2019
VW,e-up!,18,130,165/65-R15,130,AAAC-085,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,AACH-674,2021
KIA,Niro_EV,65,167,165/65-R17,350,NBL-919,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,TCM-545,2019
VW,e-up!,18,130,165/65-R15,130,AAAD-279,2022
VW,e-up!,18,130,165/65-R15,130,SVG-490,2022
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,PLB-786,2023
Opel,Vivaro-e,50,192,165/65-R16,320,NKH-840,2021
VW,e-up!,18,130,165/65-R15,130,TTZ-018,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,SMQ-115,2019
Opel,Vivaro-e,50,192,165/65-R16,320,PTH-209,2019
Opel,Vivaro-e,50,192,165/65-R16,320,AACG-487,2021
VW,e-up!,18,130,165/65-R15,130,NMK-562,2019
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,RSB-504,2023
VW,e-up!,36,130,165/65-R15,300,PRA-062,2022
KIA,Niro_EV,65,167,165/65-R17,350,AAAE-224,2021
VW,e-up!,18,130,165/65-R15,130,TRF-631,2020
Opel,Vivaro-e,50,192,165/65-R16,320,AACH-733,2020
VW,e-up!,36,130,165/65-R15,300,TQE-725,2022
KIA,Niro_EV,65,167,165/65-R17,350,AABF-677,2021
VW,e-up!,36,130,165/65-R15,300,SRC-800,2019
KIA,Niro_EV,65,167,165/65-R17,350,SDR-318,2019
KIA,Niro_EV,65,167,165/65-R17,350,AAAL-520,2022
Skoda,Citigo_e_iV,36,130,165/65R16,300,AAAA-566,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AAAA-675,2021
Skoda,Citigo_e_iV,36,130,165/65R16,300,MYN-032,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AAAN-729,2023
Opel,Vivaro-e,50,192,165/65-R16,320,SZG-034,2021
KIA,Niro_EV,65,167,165/65-R17,350,AABG-087,2023
Opel,Vivaro-e,50,192,165/65-R16,320,AABM-715,2023
VW,e-up!,18,130,165/65-R15,130,MLZ-414,2023
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,NCR-972,2021
VW,e-up!,36,130,165/65-R15,300,AAAE-606,2023
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AAAA-315,2023
VW,e-up!,36,130,165/65-R15,300,AABK-727,2021
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AACL-713,2022
Opel,Vivaro-e,50,192,165/65-R16,320,NTL-676,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,PQM-255,2023
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AACF-150,2019
Opel,Vivaro-e,50,192,165/65-R16,320,AACI-487,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,MWR-379,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,NEI-696,2023
Opel,Vivaro-e,50,192,165/65-R16,320,TMI-503,2022
Skoda,Citigo_e_iV,36,130,165/65R16,300,NDE-439,2022
VW,e-up!,36,130,165/65-R15,300,AAAN-967,2019
Opel,Vivaro-e,50,192,165/65-R16,320,PHB-525,2021
Opel,Vivaro-e,50,192,165/65-R16,320,MSG-326,2021
VW,e-up!,18,130,165/65-R15,130,NSP-318,2020
VW,e-up!,18,130,165/65-R15,130,AAAC-305,2022
KIA,Niro_EV,65,167,165/65-R17,350,TEN-372,2023
KIA,Niro_EV,65,167,165/65-R17,350,MYI-794,2019
Opel,Vivaro-e,50,192,165/65-R16,320,AACD-004,2022
Opel,Vivaro-e,50,192,165/65-R16,320,AAAD-213,2021
KIA,Niro_EV,65,167,165/65-R17,350,MHR-705,2022
Skoda,Citigo_e_iV,36,130,165/65R16,300,AABH-215,2021
Skoda,Citigo_e_iV,36,130,165/65R16,300,AAAO-108,2020
VW,e-up!,18,130,165/65-R15,130,AACL-786,2023
Skoda,Citigo_e_iV,36,130,165/65R16,300,PMG-569,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,AAAK-646,2022
Opel,Vivaro-e,50,192,165/65-R16,320,AABA-592,2020
Opel,Vivaro-e,50,192,165/65-R16,320,AAAO-733,2022
VW,e-up!,18,130,165/65-R15,130,AAAJ-300,2019
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABO-139,2023
Opel,Vivaro-e,50,192,165/65-R16,320,AAAG-746,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABC-044,2020
VW,e-up!,18,130,165/65-R15,130,AABN-166,2023
KIA,Niro_EV,65,167,165/65-R17,350,SNQ-194,2023
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,AABJ-357,2021
Opel,Vivaro-e,50,192,165/65-R16,320,AAAJ-356,2023
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,MKN-927,2020
VW,e-up!,18,130,165/65-R15,130,AAAJ-238,2019
KIA,Niro_EV,65,167,165/65-R17,350,AAAL-665,2022
KIA,Niro_EV,65,167,165/65-R17,350,AACG-377,2022
Opel,Vivaro-e,50,192,165/65-R16,320,AAAN-115,2020
Renault,Kangoo_Z.E.,45,130,165/65-R15,285,SXH-045,2021
VW,e-up!,36,130,165/65-R15,300,NSF-291,2019
Skoda,Citigo_e_iV,36,130,165/65R16,300,AABK-905,2022
VW,e-up!,18,130,165/65-R15,130,TBQ-341,2021
